"Vöruflokkar";"1999 Tonn";"1999 Cif verð milljónir króna";"1999 Hlutfall af heild";"2000 Tonn";"2000 Cif verð milljónir króna";"2000 Hlutfall af heild";"2001 Tonn";"2001 Cif verð milljónir króna";"2001 Hlutfall af heild";"2002 Tonn";"2002 Cif verð milljónir króna";"2002 Hlutfall af heild";"2003 Tonn";"2003 Cif verð milljónir króna";"2003 Hlutfall af heild";"2004 Tonn";"2004 Cif verð milljónir króna";"2004 Hlutfall af heild";"2005 Tonn";"2005 Cif verð milljónir króna";"2005 Hlutfall af heild";"2006 Tonn";"2006 Cif verð milljónir króna";"2006 Hlutfall af heild";"2007 Tonn";"2007 Cif verð milljónir króna";"2007 Hlutfall af heild";"2008 Tonn";"2008 Cif verð milljónir króna";"2008 Hlutfall af heild";"2009 Tonn";"2009 Cif verð milljónir króna";"2009 Hlutfall af heild";"2010 Tonn";"2010 Cif verð milljónir króna";"2010 Hlutfall af heild";"2011 Tonn";"2011 Cif verð milljónir króna";"2011 Hlutfall af heild";"2012 Tonn";"2012 Cif verð milljónir króna";"2012 Hlutfall af heild";"2013 Tonn";"2013 Cif verð milljónir króna";"2013 Hlutfall af heild";"2014 Tonn";"2014 Cif verð milljónir króna";"2014 Hlutfall af heild"
"674 Flatv., húðaðar járn-/stálvörur";7328.8;491.7;0.3;7379.7;483.1;0.2;5588.1;417.8;0.2;5336.3;368.8;0.2;6181.5;418.6;0.2;9231.9;587.5;0.2;7670.4;569.7;0.2;7182.7;741.0;0.2;5918.9;636.3;0.1;5749.0;910.6;0.2;3229.2;574.9;0.1;3755.2;685.9;0.1;3737.8;831.1;0.1;4186.2;817.3;0.1;3954.0;741.6;0.1;4097.4;687.4;0.1
"675 Flatvalsaðar vörur úr stálblendi";1563.8;198.0;0.1;1427.9;223.8;0.1;1488.8;242.4;0.1;1548.7;262.2;0.1;2096.1;309.4;0.1;2783.6;449.3;0.2;2599.0;401.6;0.1;3197.6;578.0;0.1;2740.7;620.6;0.1;1742.8;560.9;0.1;1411.2;521.9;0.1;1531.6;705.4;0.1;1380.1;729.0;0.1;1409.1;680.9;0.1;1598.7;699.8;0.1;1770.2;734.7;0.1
"676 Járn- og stálstengur o.fl.; þilstál";25605.0;761.9;0.4;33718.6;984.3;0.5;33946.9;1174.2;0.5;19486.9;723.6;0.3;28972.1;1003.2;0.5;41371.9;1926.7;0.7;56791.5;2441.1;0.8;69826.7;3818.4;0.9;65422.8;4152.2;1.0;48767.0;4875.0;0.9;18120.8;2691.8;0.6;15831.4;2742.7;0.6;19935.0;2882.4;0.5;19159.3;2663.9;0.4;19192.4;2503.8;0.4;22196.2;2409.5;0.4
"677 Brautarteinar o.þ.h., úr járni/stáli";29.6;7.2;0.0;69.4;8.0;0.0;15.6;2.4;0.0;0.2;0.5;0.0;340.1;17.0;0.0;2340.1;130.8;0.1;1952.4;194.5;0.1;2023.7;160.6;0.0;118.6;19.5;0.0;79.3;12.4;0.0;0.0;0.1;0.0;4.2;1.9;0.0;73.6;11.2;0.0;22.9;7.5;0.0;0.2;0.2;0.0;755.4;130.4;0.0
"678 Vír úr járni eða stáli";431.9;40.0;0.0;426.1;47.1;0.0;383.7;45.3;0.0;410.4;51.5;0.0;592.3;52.6;0.0;2405.3;206.3;0.1;2668.0;197.6;0.1;1904.3;199.0;0.0;2287.7;349.5;0.1;698.9;139.6;0.0;331.4;74.3;0.0;567.8;110.8;0.0;604.5;132.2;0.0;1082.8;242.8;0.0;998.4;197.2;0.0;1051.0;183.2;0.0
"679 Pípur og pípuhl. úr járni/stáli";12141.8;1289.0;0.7;9838.3;1175.5;0.6;9378.8;1236.5;0.6;8277.6;1181.5;0.6;12297.8;1612.6;0.7;13334.1;1809.1;0.7;17478.3;2320.5;0.7;16150.1;2964.3;0.7;25196.1;4302.1;1.0;24270.7;5819.5;1.1;7501.9;2828.6;0.6;4259.2;1644.9;0.3;5067.5;1919.3;0.3;7322.8;2469.5;0.4;4928.6;1795.4;0.3;5816.8;2084.7;0.3
"681 Silfur, platína og platínumálmar";0.7;24.1;0.0;1.0;29.3;0.0;0.8;35.0;0.0;0.6;26.3;0.0;0.7;23.7;0.0;0.9;29.5;0.0;0.9;29.4;0.0;0.8;30.6;0.0;2.4;44.4;0.0;1.0;43.2;0.0;1.3;59.1;0.0;1.0;64.2;0.0;0.9;60.9;0.0;0.9;44.2;0.0;0.6;35.8;0.0;0.6;36.6;0.0
"682 Kopar";259.2;171.0;0.1;311.3;193.9;0.1;264.0;228.9;0.1;337.6;258.0;0.1;309.4;251.3;0.1;425.5;283.5;0.1;2120.9;493.2;0.2;4901.3;893.9;0.2;576.3;555.9;0.1;272.1;475.1;0.1;190.9;405.0;0.1;217.1;428.3;0.1;256.4;472.4;0.1;304.4;550.6;0.1;266.3;471.9;0.1;312.7;508.0;0.1
"683 Nikkill";1.3;1.1;0.0;0.4;0.5;0.0;1.1;1.2;0.0;0.7;1.0;0.0;0.6;0.8;0.0;0.7;1.3;0.0;0.7;1.2;0.0;0.9;2.0;0.0;14.5;63.1;0.0;11.0;56.3;0.0;3.2;9.7;0.0;4.4;27.1;0.0;4.9;15.9;0.0;8.8;68.6;0.0;20.6;131.2;0.0;16.2;44.9;0.0
"684 Ál";4048.2;1030.5;0.6;6840.3;1497.1;0.7;5182.9;1544.2;0.7;24800.0;3883.3;1.9;17525.3;2690.3;1.2;12352.6;2363.4;0.9;11499.5;3351.9;1.1;19573.7;6283.4;1.5;7106.3;2483.4;0.6;4541.8;2525.5;0.5;4130.9;2535.1;0.6;10928.0;7243.1;1.5;11461.3;11865.1;2.1;5683.9;8444.7;1.4;6578.9;9743.7;1.7;12034.0;10538.3;1.7
"685 Blý";93.5;5.6;0.0;98.3;5.9;0.0;160.9;11.3;0.0;72.0;5.0;0.0;67.4;3.9;0.0;47.5;4.2;0.0;2.1;0.4;0.0;10.7;1.9;0.0;7.4;2.3;0.0;1.6;1.0;0.0;0.0;0.0;0.0;4.8;2.4;0.0;6.2;5.0;0.0;6.6;4.9;0.0;6.5;5.3;0.0;5.6;3.5;0.0
"686 Sink";223.1;25.1;0.0;274.6;38.2;0.0;286.4;39.2;0.0;162.4;19.6;0.0;286.9;30.2;0.0;265.6;32.3;0.0;264.5;29.5;0.0;340.2;95.1;0.0;245.0;75.1;0.0;241.1;67.7;0.0;216.2;81.5;0.0;460.9;158.9;0.0;742.9;300.8;0.1;146.8;57.3;0.0;203.0;72.9;0.0;226.6;79.2;0.0
"687 Tin";3.6;2.3;0.0;3.9;2.4;0.0;3.3;2.5;0.0;2.6;2.0;0.0;2.7;2.1;0.0;2.7;2.2;0.0;3.7;2.0;0.0;2.8;2.3;0.0;2.2;2.6;0.0;1.5;2.1;0.0;2.1;4.3;0.0;1.7;3.1;0.0;1.8;3.4;0.0;1.4;3.6;0.0;1.1;2.0;0.0;1.4;3.0;0.0
"689 Ódýrir málmar til bræðslu";140.5;29.3;0.0;130.9;20.7;0.0;192.8;38.1;0.0;186.2;43.8;0.0;333.5;69.7;0.0;380.0;78.5;0.0;317.9;50.6;0.0;279.5;59.7;0.0;598.3;119.7;0.0;997.9;550.0;0.1;732.2;271.5;0.1;3967.5;1326.4;0.3;5009.7;1986.5;0.4;1059.2;521.5;0.1;3898.5;827.9;0.1;1421.1;534.3;0.1
"691 Mannvirki og hlutar úr járni/stáli/áli";11574.9;2135.9;1.2;13756.1;2527.7;1.2;13560.3;3288.8;1.5;10349.6;2163.5;1.0;10974.8;2174.4;1.0;14938.7;3079.7;1.2;42598.7;6822.8;2.2;34981.2;8423.6;1.9;26605.3;7937.2;1.8;19583.5;7709.8;1.5;6667.8;3342.3;0.7;3623.5;1778.6;0.4;4086.4;1919.7;0.3;4369.4;2254.2;0.4;4365.9;2617.8;0.4;4797.9;2562.5;0.4
"692 Gámar og málmílát til geymslu/flutn.";1236.3;437.1;0.2;4214.9;814.5;0.4;1928.0;681.1;0.3;1149.3;434.4;0.2;1831.0;644.8;0.3;1617.1;636.3;0.2;11823.4;2265.7;0.7;3848.8;1477.1;0.3;7096.8;1846.9;0.4;3088.7;1502.9;0.3;1693.0;1503.8;0.3;2579.3;1804.3;0.4;3194.0;2132.7;0.4;3490.3;2102.3;0.4;3833.9;2734.0;0.5;3203.5;2153.8;0.3
"693 Vörur úr vír; girðingarnet";4679.9;619.4;0.3;4683.9;515.6;0.3;4348.2;589.3;0.3;4835.2;607.6;0.3;4833.1;579.9;0.3;4517.3;627.8;0.2;9700.3;1269.9;0.4;10087.8;1436.8;0.3;7045.6;1004.5;0.2;4725.3;1130.2;0.2;3470.1;1012.3;0.2;2822.7;826.2;0.2;3308.7;1017.8;0.2;3232.5;1055.3;0.2;3487.1;1037.0;0.2;3425.3;927.8;0.1
"694 Naglar, skrúfur, boltar o.þ.h.";1611.8;543.9;0.3;1574.4;569.8;0.3;1395.0;611.2;0.3;1178.6;544.3;0.3;1566.6;604.5;0.3;2079.6;769.2;0.3;3099.8;1061.5;0.3;3065.8;1346.7;0.3;2943.3;1388.5;0.3;1858.7;1308.8;0.3;880.4;930.4;0.2;1243.0;1190.2;0.2;971.8;1007.2;0.2;1263.9;1214.6;0.2;1131.5;1098.4;0.2;1406.1;1198.0;0.2
"695 Hand- og skiptiverkfæri í vélar";734.5;767.1;0.4;693.8;753.4;0.4;593.9;748.2;0.3;593.3;757.0;0.4;718.9;848.0;0.4;916.2;1085.1;0.4;1207.2;1215.7;0.4;1237.0;1477.7;0.3;1383.8;1752.0;0.4;955.2;1693.9;0.3;481.9;1165.4;0.3;583.2;1263.9;0.3;605.8;1479.3;0.3;888.5;1915.1;0.3;603.4;1571.8;0.3;695.7;1630.2;0.3
"696 Eggjárn og borðáhöld";167.1;206.4;0.1;197.9;237.9;0.1;202.3;274.6;0.1;212.0;269.0;0.1;238.0;286.3;0.1;255.2;309.8;0.1;311.9;336.7;0.1;256.4;358.9;0.1;289.2;508.4;0.1;222.6;389.0;0.1;194.1;516.5;0.1;163.1;423.4;0.1;155.4;452.1;0.1;177.5;525.8;0.1;174.1;485.8;0.1;203.9;499.2;0.1
"697 Búsáhöld úr ódýrum málmum";852.7;414.2;0.2;875.1;459.7;0.2;824.4;536.0;0.2;950.0;549.9;0.3;1191.6;631.4;0.3;1466.1;748.4;0.3;1722.3;844.6;0.3;2029.9;1025.2;0.2;1908.8;1153.8;0.3;1416.6;1072.8;0.2;688.8;759.3;0.2;869.5;891.3;0.2;837.2;967.5;0.2;914.9;1123.1;0.2;899.2;1119.7;0.2;953.0;1080.5;0.2
"699 Unnar vörur úr ódýrum málmum";4101.8;1758.5;1.0;4391.5;1857.0;0.9;7222.0;2873.9;1.3;3761.7;1883.4;0.9;4531.6;1999.4;0.9;5353.9;2422.9;0.9;5855.0;2763.7;0.9;7930.4;3864.9;0.9;7282.5;3817.5;0.9;11492.1;4486.7;0.9;3591.0;3806.4;0.9;3581.4;3794.2;0.8;5478.9;4795.5;0.9;4111.2;4327.3;0.7;3735.7;4427.4;0.8;4580.5;4784.6;0.8
"711 Gufu- og háhitakatlar o.þ.h.";98.7;43.6;0.0;34.6;21.2;0.0;57.1;65.5;0.0;21.5;28.4;0.0;119.0;160.3;0.1;13.6;15.3;0.0;195.5;66.3;0.0;40.4;39.6;0.0;24.8;36.0;0.0;20.4;40.4;0.0;20.4;77.3;0.0;10.0;38.0;0.0;13.9;69.4;0.0;93.9;132.3;0.0;72.9;114.4;0.0;16.3;68.8;0.0
"712 Gufuaflshverflar og hlutar ót.a.";284.2;509.6;0.3;0.1;3.4;0.0;5.2;24.3;0.0;2.5;2.5;0.0;6.1;21.4;0.0;1.6;8.8;0.0;755.3;1569.7;0.5;642.5;1548.1;0.4;653.8;1409.6;0.3;625.0;1690.1;0.3;13.6;165.6;0.0;921.4;4387.2;0.9;101.4;135.3;0.0;16.2;98.4;0.0;49.4;195.7;0.0;0.8;20.4;0.0
"713 Strokkhreyflar og hlutar þeirra";455.4;774.2;0.4;351.6;659.4;0.3;296.3;720.9;0.3;275.7;706.6;0.3;295.2;696.8;0.3;401.4;911.8;0.4;357.3;831.7;0.3;334.6;868.2;0.2;407.0;1083.7;0.3;273.1;1106.2;0.2;196.7;1249.0;0.3;244.4;1542.6;0.3;311.8;1867.5;0.3;294.1;1853.8;0.3;266.7;1688.5;0.3;300.9;1676.9;0.3
"714 Aflvélar og hreyflar, órafknúnir";23.6;149.7;0.1;43.4;597.1;0.3;23.5;184.1;0.1;35.5;428.0;0.2;25.3;298.4;0.1;34.4;731.7;0.3;25.8;266.5;0.1;17.9;312.7;0.1;39.0;817.3;0.2;60.6;1681.6;0.3;89.2;1602.1;0.4;206.4;623.6;0.1;53.9;1628.8;0.3;37.3;1666.7;0.3;39.3;1339.7;0.2;60.4;1854.2;0.3
"716 Rafalar og rafhreyflar og hlutar";432.4;448.0;0.2;669.1;783.6;0.4;1024.8;898.3;0.4;293.4;444.4;0.2;750.6;713.7;0.3;538.7;558.0;0.2;1025.9;768.8;0.2;4420.0;4972.0;1.2;1443.4;1583.3;0.4;609.0;1323.0;0.3;193.6;728.7;0.2;213.0;650.7;0.1;613.0;1164.5;0.2;354.6;941.0;0.2;1198.2;1758.4;0.3;345.0;1138.1;0.2
"718 Aflvélar og hlutar í þær ót.a.";2814.1;2307.4;1.3;481.6;1232.4;0.6;391.5;667.2;0.3;293.2;314.1;0.2;104.8;304.1;0.1;189.0;337.3;0.1;255.9;408.2;0.1;507.7;714.2;0.2;261.0;411.7;0.1;93.8;328.1;0.1;51.2;284.9;0.1;59.1;598.2;0.1;94.4;492.7;0.1;78.8;520.4;0.1;374.5;1307.1;0.2;92.9;546.8;0.1
"721 Landbúnaðarvélar og hlutar í þær";1827.0;951.5;0.5;1846.2;980.6;0.5;1228.4;819.5;0.4;1020.5;656.2;0.3;938.4;707.7;0.3;1288.4;948.8;0.4;1902.4;1308.2;0.4;2576.6;2041.6;0.5;2460.6;2031.1;0.5;1541.2;1702.3;0.3;334.8;634.3;0.1;467.1;642.7;0.1;1124.8;1594.7;0.3;1106.3;1454.9;0.2;1181.2;1781.1;0.3;1522.0;2226.3;0.4
"722 Dráttarvélar";1267.9;741.1;0.4;1227.4;748.2;0.4;602.5;438.2;0.2;399.0;284.7;0.1;543.8;387.4;0.2;776.4;564.9;0.2;1709.8;1142.8;0.4;1740.7;1359.6;0.3;1944.6;1627.5;0.4;668.3;773.0;0.2;112.0;176.4;0.0;95.8;134.9;0.0;263.4;360.4;0.1;615.2;999.6;0.2;722.7;1193.1;0.2;777.8;1175.0;0.2
"723 Vinnuvélar";4199.0;1961.8;1.1;4228.2;1900.1;0.9;3201.1;1824.1;0.8;2256.4;1250.1;0.6;9669.9;5625.3;2.6;10617.6;6683.9;2.6;11864.6;6320.2;2.0;14723.4;9437.1;2.2;14288.2;9567.2;2.2;5582.0;5819.0;1.1;946.2;1651.0;0.4;449.3;817.2;0.2;770.8;1316.7;0.2;3783.9;3781.2;0.6;1773.0;2121.5;0.4;2613.2;2717.1;0.4
"724 Vélar til spunaefna- og leðurvinnu";93.3;145.3;0.1;152.0;207.1;0.1;137.2;172.4;0.1;108.5;179.5;0.1;68.4;112.3;0.1;97.9;178.6;0.1;153.6;209.5;0.1;127.2;188.0;0.0;528.1;218.5;0.1;68.5;164.7;0.0;61.5;179.0;0.0;69.5;196.0;0.0;101.9;309.0;0.1;116.6;292.2;0.0;111.6;287.9;0.0;287.0;657.2;0.1
"725 Pappírsvinnsluvélar";53.2;71.8;0.0;25.2;31.9;0.0;14.4;28.4;0.0;66.7;69.5;0.0;141.1;107.8;0.0;79.1;85.2;0.0;48.3;77.2;0.0;41.1;76.2;0.0;34.4;53.3;0.0;14.1;47.0;0.0;3.7;12.9;0.0;59.1;83.3;0.0;83.1;66.8;0.0;35.5;107.0;0.0;10.3;41.2;0.0;23.4;59.7;0.0
"726 Prent- og bókbandsvélar";151.9;258.7;0.1;180.1;406.3;0.2;197.4;385.2;0.2;148.1;205.6;0.1;241.5;514.2;0.2;318.8;760.3;0.3;478.3;742.1;0.2;254.6;536.8;0.1;117.1;295.0;0.1;229.6;688.3;0.1;19.6;118.6;0.0;52.1;151.9;0.0;123.2;162.2;0.0;112.7;293.3;0.0;92.9;350.0;0.1;56.4;295.9;0.0
"727 Vélar til matvælaiðnaðar";363.0;900.6;0.5;329.4;656.1;0.3;301.8;677.6;0.3;451.3;753.9;0.4;327.1;770.7;0.4;619.4;1238.8;0.5;490.9;1064.7;0.3;422.2;1224.5;0.3;457.1;1224.7;0.3;463.5;1667.3;0.3;133.0;530.2;0.1;371.4;1062.2;0.2;275.8;1174.3;0.2;392.4;1892.8;0.3;376.0;1771.4;0.3;418.4;2085.3;0.3
"728 Aðrar vélar til sérstakra atvinnugr.";1708.3;1357.8;0.7;1904.7;1655.6;0.8;1285.3;1824.7;0.8;1793.5;1182.1;0.6;3960.0;1983.4;0.9;2537.1;1991.4;0.8;3046.5;2043.6;0.7;6440.9;5791.6;1.3;4045.5;3661.3;0.9;2047.7;3095.2;0.6;427.9;1533.6;0.3;501.8;2036.5;0.4;1093.4;2791.0;0.5;1028.7;2486.1;0.4;1417.2;2799.4;0.5;972.0;2268.0;0.4
"731 Vélar til smíða með efnistöku";207.6;187.0;0.1;239.6;121.0;0.1;536.0;330.7;0.1;125.4;180.8;0.1;120.6;115.5;0.1;358.5;270.5;0.1;166.4;188.8;0.1;214.0;349.3;0.1;201.4;219.8;0.1;170.8;335.0;0.1;65.1;90.5;0.0;157.4;339.0;0.1;123.1;234.2;0.0;187.8;448.7;0.1;157.8;369.5;0.1;216.2;676.1;0.1
"733 Vélar til smíða úr málmi o.þ.h.";345.1;202.5;0.1;346.0;156.4;0.1;86.1;104.0;0.0;111.8;62.4;0.0;140.1;91.8;0.0;81.1;77.3;0.0;287.0;230.0;0.1;410.4;369.8;0.1;441.6;402.5;0.1;210.7;202.5;0.0;44.9;61.3;0.0;102.7;94.3;0.0;45.4;67.0;0.0;155.2;386.0;0.1;104.5;237.9;0.0;149.1;232.3;0.0
"735 Hlutar og fylgihl. í vélar í 731 og 733";30.6;45.5;0.0;20.5;41.6;0.0;22.4;59.2;0.0;33.7;61.4;0.0;32.9;55.8;0.0;25.3;53.0;0.0;35.9;70.6;0.0;34.3;93.3;0.0;88.0;115.1;0.0;71.0;189.0;0.0;22.4;108.4;0.0;30.0;161.8;0.0;39.3;166.8;0.0;28.5;152.1;0.0;31.4;179.9;0.0;35.5;254.7;0.0
"737 Málmvinnsluvélar ót.a.";768.2;383.1;0.2;963.0;212.5;0.1;653.3;322.0;0.1;900.3;291.5;0.1;1102.0;257.3;0.1;459.0;150.4;0.1;396.0;224.7;0.1;550.0;643.4;0.1;656.9;454.0;0.1;546.3;507.7;0.1;527.9;371.9;0.1;220.5;357.5;0.1;181.0;610.6;0.1;113.7;356.1;0.1;130.8;361.6;0.1;219.4;472.1;0.1
"741 Hitunar-/kælitæki og hlutar ót.a.";2435.8;2024.9;1.1;1700.3;1449.1;0.7;1433.7;1518.0;0.7;1190.7;1191.8;0.6;1447.9;1431.6;0.7;1203.8;1475.5;0.6;2369.0;2003.7;0.6;16551.2;6125.4;1.4;3126.8;3388.1;0.8;2261.4;3922.2;0.8;609.9;1617.4;0.4;1604.6;5953.1;1.2;2034.2;3994.7;0.7;1527.1;3430.7;0.6;3542.2;4255.9;0.7;1200.2;3723.2;0.6
"742 Vökvadælur og vökvalyftur";432.8;688.1;0.4;416.4;633.3;0.3;453.0;760.0;0.3;367.0;696.7;0.3;377.6;687.2;0.3;511.3;829.0;0.3;741.8;1079.4;0.3;681.3;1216.6;0.3;692.7;1355.3;0.3;599.9;1458.2;0.3;368.6;1492.4;0.3;253.4;1180.0;0.2;324.2;1429.0;0.3;361.2;1628.0;0.3;346.6;1541.3;0.3;394.9;1580.7;0.3
"743 Dælur, loftþjöppur, rellur o.fl.";940.5;1202.7;0.7;1108.5;1048.0;0.5;1007.7;1261.9;0.6;894.5;1165.0;0.6;1050.1;1177.8;0.5;1169.2;1227.3;0.5;7201.1;3881.1;1.2;7198.5;5416.2;1.3;1809.7;2263.2;0.5;1264.8;2427.1;0.5;1052.0;2419.7;0.5;763.9;2153.1;0.5;929.6;2675.5;0.5;852.7;2309.7;0.4;929.9;2648.1;0.5;1205.4;3247.4;0.5
"744 Vinnuvélar og -tæki";4720.5;2015.1;1.1;5241.3;2125.5;1.0;4119.3;2168.8;1.0;2605.4;1652.9;0.8;4680.0;2169.7;1.0;8889.7;3356.4;1.3;15934.6;6888.0;2.2;15524.1;8845.0;2.0;11290.4;6947.1;1.6;5524.8;5001.9;1.0;1672.5;2437.0;0.5;1838.1;2808.2;0.6;3477.0;3492.1;0.6;4510.6;5622.2;0.9;4515.7;5201.3;0.9;4403.0;4792.2;0.8
"745 Aðrar órafknúnar vélar og tæki";682.2;1052.7;0.6;813.7;1132.7;0.6;850.8;1272.4;0.6;630.8;909.9;0.4;719.6;1247.5;0.6;1014.5;1782.3;0.7;1022.7;1439.3;0.5;1219.8;2069.6;0.5;1104.1;1701.2;0.4;802.8;1905.4;0.4;512.4;2009.9;0.5;479.1;1714.2;0.4;548.2;1695.3;0.3;658.7;2164.0;0.4;779.6;2368.8;0.4;690.4;2186.4;0.3
"746 Kúlu- eða keflalegur";90.5;182.8;0.1;83.8;166.9;0.1;70.8;182.1;0.1;87.1;194.3;0.1;103.4;211.0;0.1;106.1;216.2;0.1;115.9;216.7;0.1;100.0;220.9;0.1;128.7;300.9;0.1;85.2;293.3;0.1;82.0;397.8;0.1;94.7;420.9;0.1;112.3;513.7;0.1;123.6;556.3;0.1;131.1;503.1;0.1;148.7;518.6;0.1
"747 Kranar, hanar, lokar o.þ.h.";620.5;886.1;0.5;535.7;757.6;0.4;464.2;859.7;0.4;448.0;753.0;0.4;513.8;805.5;0.4;644.9;959.3;0.4;918.7;1128.4;0.4;913.6;1420.8;0.3;1287.4;1897.7;0.4;1018.1;2244.8;0.4;482.3;2010.5;0.5;408.7;1558.9;0.3;400.1;1649.2;0.3;437.5;1563.3;0.3;447.4;1640.0;0.3;486.8;1764.1;0.3
"748 Drif- og sveifarásar; gírkassar o.þ.h.";610.8;492.3;0.3;612.7;444.6;0.2;489.6;405.5;0.2;490.3;431.7;0.2;412.7;445.9;0.2;538.8;492.7;0.2;482.4;523.8;0.2;627.4;558.2;0.1;633.8;565.6;0.1;482.0;714.7;0.1;455.0;843.7;0.2;487.2;834.9;0.2;506.9;958.9;0.2;581.9;1132.8;0.2;569.5;1140.3;0.2;551.7;1162.8;0.2
"749 Vélahlutar og -bún., órafkn. ót.a.";260.5;322.2;0.2;261.8;307.6;0.2;95.2;248.8;0.1;111.1;306.2;0.1;176.6;310.6;0.1;293.9;389.0;0.1;337.4;326.9;0.1;217.8;378.9;0.1;245.0;349.8;0.1;377.1;637.3;0.1;273.4;599.4;0.1;139.6;474.7;0.1;217.0;1208.4;0.2;134.4;661.4;0.1;126.0;781.2;0.1;100.7;558.9;0.1
"751 Skrifstofuvélar";209.2;590.6;0.3;182.9;462.8;0.2;148.5;487.3;0.2;133.1;422.9;0.2;239.4;537.2;0.2;715.9;1503.0;0.6;294.9;684.3;0.2;287.8;794.4;0.2;454.6;1218.5;0.3;294.2;1069.7;0.2;140.7;769.8;0.2;209.0;969.0;0.2;253.2;1107.8;0.2;235.0;1370.5;0.2;277.3;1562.5;0.3;251.5;1277.1;0.2
"752 Tölvur, tölvubúnaður og einingar";925.7;5812.4;3.2;594.1;7118.7;3.5;629.9;6294.3;2.8;713.4;6168.1;3.0;773.8;6276.7;2.9;876.0;7054.3;2.7;982.1;7465.7;2.4;969.8;7692.7;1.8;911.3;8361.4;1.9;572.3;6373.5;1.2;373.7;5675.5;1.3;492.9;7227.4;1.5;532.4;9195.1;1.6;500.9;8837.0;1.5;531.6;10787.9;1.8;689.8;12347.3;2.0
"759 Hlutar í skrifstofuvélar og tölvur";127.1;864.9;0.5;95.7;916.2;0.5;121.8;1102.9;0.5;156.8;1135.0;0.5;149.7;1032.1;0.5;181.7;1159.3;0.4;235.7;1558.7;0.5;204.7;1571.0;0.4;228.0;1958.5;0.5;152.0;1496.3;0.3;98.4;1284.0;0.3;102.4;1586.0;0.3;105.8;1405.1;0.3;87.7;1397.2;0.2;89.3;1520.6;0.3;94.1;1728.0;0.3
